"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SVK","UNEMP","WOMEN","PC_LF","A","2004",19.18482,"B"
"SVK","UNEMP","WOMEN","PC_LF","A","2005",17.22579,
"SVK","UNEMP","WOMEN","PC_LF","A","2006",14.73843,
"SVK","UNEMP","WOMEN","PC_LF","A","2007",12.68172,
"SVK","UNEMP","WOMEN","PC_LF","A","2008",10.93226,
"SVK","UNEMP","WOMEN","PC_LF","A","2009",12.82122,
"SVK","UNEMP","WOMEN","PC_LF","A","2010",14.60049,"B"
"SVK","UNEMP","WOMEN","PC_LF","A","2011",13.62776,
"SVK","UNEMP","WOMEN","PC_LF","A","2012",14.52412,
"SVK","UNEMP","WOMEN","PC_LF","A","2013",14.52508,
"SVK","UNEMP","WOMEN","PC_LF","A","2014",13.63353,
"SVK","UNEMP","WOMEN","PC_LF","A","2015",12.89285,
"SVK","UNEMP","WOMEN","PC_LF","A","2016",10.75668,
"SVK","UNEMP","WOMEN","PC_LF","A","2017",8.408254,
"SVK","UNEMP","WOMEN","PC_LF","A","2018",7.028664,
"SVK","UNEMP","WOMEN","PC_LF","A","2019",5.957728,
"ESP","UNEMP","MEN","PC_LF","A","1999",10.99486,
"ESP","UNEMP","MEN","PC_LF","A","2000",9.606932,"B"
"ESP","UNEMP","MEN","PC_LF","A","2001",7.54312,
"ESP","UNEMP","MEN","PC_LF","A","2002",8.298151,
"ESP","UNEMP","MEN","PC_LF","A","2003",8.499345,
"ESP","UNEMP","MEN","PC_LF","A","2004",8.261385,"B"
"ESP","UNEMP","MEN","PC_LF","A","2005",7.135448,
"ESP","UNEMP","MEN","PC_LF","A","2006",6.351379,
"ESP","UNEMP","MEN","PC_LF","A","2007",6.408844,
"ESP","UNEMP","MEN","PC_LF","A","2008",10.05166,
"ESP","UNEMP","MEN","PC_LF","A","2009",17.64725,
"ESP","UNEMP","MEN","PC_LF","A","2010",19.56743,
"ESP","UNEMP","MEN","PC_LF","A","2011",21.04427,
"ESP","UNEMP","MEN","PC_LF","A","2012",24.58175,
"ESP","UNEMP","MEN","PC_LF","A","2013",25.59851,
"ESP","UNEMP","MEN","PC_LF","A","2014",23.60188,
"ESP","UNEMP","MEN","PC_LF","A","2015",20.77279,
"ESP","UNEMP","MEN","PC_LF","A","2016",18.11833,
"ESP","UNEMP","MEN","PC_LF","A","2017",15.65924,
"ESP","UNEMP","MEN","PC_LF","A","2018",13.72227,
"ESP","UNEMP","MEN","PC_LF","A","2019",12.44949,
"ESP","UNEMP","TOT","PC_LF","A","1999",15.70546,
"ESP","UNEMP","TOT","PC_LF","A","2000",13.91963,"B"
"ESP","UNEMP","TOT","PC_LF","A","2001",10.54965,
"ESP","UNEMP","TOT","PC_LF","A","2002",11.44908,
"ESP","UNEMP","TOT","PC_LF","A","2003",11.48588,
"ESP","UNEMP","TOT","PC_LF","A","2004",10.96565,"B"
"ESP","UNEMP","TOT","PC_LF","A","2005",9.151379,
"ESP","UNEMP","TOT","PC_LF","A","2006",8.454682,
"ESP","UNEMP","TOT","PC_LF","A","2007",8.231978,
"ESP","UNEMP","TOT","PC_LF","A","2008",11.2443,
"ESP","UNEMP","TOT","PC_LF","A","2009",17.85731,
"ESP","UNEMP","TOT","PC_LF","A","2010",19.8598,
"ESP","UNEMP","TOT","PC_LF","A","2011",21.39048,
"ESP","UNEMP","TOT","PC_LF","A","2012",24.78815,
"ESP","UNEMP","TOT","PC_LF","A","2013",26.0919,
"ESP","UNEMP","TOT","PC_LF","A","2014",24.44284,
"ESP","UNEMP","TOT","PC_LF","A","2015",22.05655,
"ESP","UNEMP","TOT","PC_LF","A","2016",19.63388,
"ESP","UNEMP","TOT","PC_LF","A","2017",17.22489,
"ESP","UNEMP","TOT","PC_LF","A","2018",15.25788,
"ESP","UNEMP","TOT","PC_LF","A","2019",14.10602,
"ESP","UNEMP","WOMEN","PC_LF","A","1999",23.01922,
"ESP","UNEMP","WOMEN","PC_LF","A","2000",20.47504,"B"
"ESP","UNEMP","WOMEN","PC_LF","A","2001",15.2179,
"ESP","UNEMP","WOMEN","PC_LF","A","2002",16.14865,
"ESP","UNEMP","WOMEN","PC_LF","A","2003",15.84105,
"ESP","UNEMP","WOMEN","PC_LF","A","2004",14.82234,"B"
"ESP","UNEMP","WOMEN","PC_LF","A","2005",11.99369,
"ESP","UNEMP","WOMEN","PC_LF","A","2006",11.3474,
"ESP","UNEMP","WOMEN","PC_LF","A","2007",10.69857,
"ESP","UNEMP","WOMEN","PC_LF","A","2008",12.8233,
"ESP","UNEMP","WOMEN","PC_LF","A","2009",18.12587,
"ESP","UNEMP","WOMEN","PC_LF","A","2010",20.22356,
"ESP","UNEMP","WOMEN","PC_LF","A","2011",21.81188,
"ESP","UNEMP","WOMEN","PC_LF","A","2012",25.03308,
"ESP","UNEMP","WOMEN","PC_LF","A","2013",26.67064,
"ESP","UNEMP","WOMEN","PC_LF","A","2014",25.42508,
"ESP","UNEMP","WOMEN","PC_LF","A","2015",23.54787,
"ESP","UNEMP","WOMEN","PC_LF","A","2016",21.37899,
"ESP","UNEMP","WOMEN","PC_LF","A","2017",19.02808,
"ESP","UNEMP","WOMEN","PC_LF","A","2018",17.02597,
"ESP","UNEMP","WOMEN","PC_LF","A","2019",15.99714,
"SWE","UNEMP","MEN","PC_LF","A","2001",5.159699,
"SWE","UNEMP","MEN","PC_LF","A","2002",5.484612,
"SWE","UNEMP","MEN","PC_LF","A","2003",6.136253,
"SWE","UNEMP","MEN","PC_LF","A","2004",6.884577,"B"
"SWE","UNEMP","MEN","PC_LF","A","2005",7.580213,"B"
"SWE","UNEMP","MEN","PC_LF","A","2006",6.899428,
"SWE","UNEMP","MEN","PC_LF","A","2007",5.888335,
"SWE","UNEMP","MEN","PC_LF","A","2008",5.93713,
"SWE","UNEMP","MEN","PC_LF","A","2009",8.652431,
"SWE","UNEMP","MEN","PC_LF","A","2010",8.692132,
"SWE","UNEMP","MEN","PC_LF","A","2011",7.840199,
"SWE","UNEMP","MEN","PC_LF","A","2012",8.215383,
"SWE","UNEMP","MEN","PC_LF","A","2013",8.203051,
"SWE","UNEMP","MEN","PC_LF","A","2014",8.191533,
"SWE","UNEMP","MEN","PC_LF","A","2015",7.561151,
"SWE","UNEMP","MEN","PC_LF","A","2016",7.359866,
"SWE","UNEMP","MEN","PC_LF","A","2017",6.972512,
"SWE","UNEMP","MEN","PC_LF","A","2018",6.482273,"B"
"SWE","UNEMP","MEN","PC_LF","A","2019",6.721198,
"SWE","UNEMP","TOT","PC_LF","A","2001",4.850808,
"SWE","UNEMP","TOT","PC_LF","A","2002",5.072618,
"SWE","UNEMP","TOT","PC_LF","A","2003",5.677462,
"SWE","UNEMP","TOT","PC_LF","A","2004",6.525636,"B"
"SWE","UNEMP","TOT","PC_LF","A","2005",7.475815,"B"
"SWE","UNEMP","TOT","PC_LF","A","2006",7.068759,
"SWE","UNEMP","TOT","PC_LF","A","2007",6.163466,
"SWE","UNEMP","TOT","PC_LF","A","2008",6.234297,
"SWE","UNEMP","TOT","PC_LF","A","2009",8.346865,
"SWE","UNEMP","TOT","PC_LF","A","2010",8.610753,
"SWE","UNEMP","TOT","PC_LF","A","2011",7.80387,
"SWE","UNEMP","TOT","PC_LF","A","2012",7.975423,
"SWE","UNEMP","TOT","PC_LF","A","2013",8.052903,
"SWE","UNEMP","TOT","PC_LF","A","2014",7.955972,
"SWE","UNEMP","TOT","PC_LF","A","2015",7.432082,
"SWE","UNEMP","TOT","PC_LF","A","2016",6.991096,
"SWE","UNEMP","TOT","PC_LF","A","2017",6.718704,
"SWE","UNEMP","TOT","PC_LF","A","2018",6.364352,"B"
"SWE","UNEMP","TOT","PC_LF","A","2019",6.833239,
"SWE","UNEMP","WOMEN","PC_LF","A","2001",4.510637,
"SWE","UNEMP","WOMEN","PC_LF","A","2002",4.62156,
"SWE","UNEMP","WOMEN","PC_LF","A","2003",5.175183,
"SWE","UNEMP","WOMEN","PC_LF","A","2004",6.130221,"B"
"SWE","UNEMP","WOMEN","PC_LF","A","2005",7.3594,"B"
"SWE","UNEMP","WOMEN","PC_LF","A","2006",7.254507,
"SWE","UNEMP","WOMEN","PC_LF","A","2007",6.466179,
"SWE","UNEMP","WOMEN","PC_LF","A","2008",6.564548,
"SWE","UNEMP","WOMEN","PC_LF","A","2009",8.007229,
"SWE","UNEMP","WOMEN","PC_LF","A","2010",8.519282,
"SWE","UNEMP","WOMEN","PC_LF","A","2011",7.763507,
"SWE","UNEMP","WOMEN","PC_LF","A","2012",7.709259,
"SWE","UNEMP","WOMEN","PC_LF","A","2013",7.888688,
"SWE","UNEMP","WOMEN","PC_LF","A","2014",7.696026,
"SWE","UNEMP","WOMEN","PC_LF","A","2015",7.291043,
"SWE","UNEMP","WOMEN","PC_LF","A","2016",6.586585,
"SWE","UNEMP","WOMEN","PC_LF","A","2017",6.439616,
"SWE","UNEMP","WOMEN","PC_LF","A","2018",6.235263,"B"
"SWE","UNEMP","WOMEN","PC_LF","A","2019",6.955979,
"CHE","UNEMP","MEN","PC_LF","A","2010",4.47997,
"CHE","UNEMP","MEN","PC_LF","A","2011",4.071469,
"CHE","UNEMP","MEN","PC_LF","A","2012",4.274563,
"CHE","UNEMP","MEN","PC_LF","A","2013",4.601179,
"CHE","UNEMP","MEN","PC_LF","A","2014",4.690587,
"CHE","UNEMP","MEN","PC_LF","A","2015",4.703287,
"CHE","UNEMP","MEN","PC_LF","A","2016",4.841963,
"CHE","UNEMP","MEN","PC_LF","A","2017",4.571178,
"CHE","UNEMP","MEN","PC_LF","A","2018",4.368399,
"CHE","UNEMP","MEN","PC_LF","A","2019",4.115638,
"CHE","UNEMP","TOT","PC_LF","A","2010",4.803483,
"CHE","UNEMP","TOT","PC_LF","A","2011",4.401403,
"CHE","UNEMP","TOT","PC_LF","A","2012",4.48394,
"CHE","UNEMP","TOT","PC_LF","A","2013",4.746688,
"CHE","UNEMP","TOT","PC_LF","A","2014",4.829303,
"CHE","UNEMP","TOT","PC_LF","A","2015",4.80018,
"CHE","UNEMP","TOT","PC_LF","A","2016",4.918711,
"CHE","UNEMP","TOT","PC_LF","A","2017",4.797114,
"CHE","UNEMP","TOT","PC_LF","A","2018",4.714227,
"CHE","UNEMP","TOT","PC_LF","A","2019",4.394452,
"CHE","UNEMP","WOMEN","PC_LF","A","2010",5.187329,
"CHE","UNEMP","WOMEN","PC_LF","A","2011",4.7939,
"CHE","UNEMP","WOMEN","PC_LF","A","2012",4.729653,
"CHE","UNEMP","WOMEN","PC_LF","A","2013",4.91858,
"CHE","UNEMP","WOMEN","PC_LF","A","2014",4.988355,
"CHE","UNEMP","WOMEN","PC_LF","A","2015",4.911623,
"CHE","UNEMP","WOMEN","PC_LF","A","2016",5.006278,
"CHE","UNEMP","WOMEN","PC_LF","A","2017",5.05848,
"CHE","UNEMP","WOMEN","PC_LF","A","2018",5.109006,
"CHE","UNEMP","WOMEN","PC_LF","A","2019",4.711465,
"TUR","UNEMP","MEN","PC_LF","A","2006",8.609079,
"TUR","UNEMP","MEN","PC_LF","A","2007",8.786574,
"TUR","UNEMP","MEN","PC_LF","A","2008",9.623276,
"TUR","UNEMP","MEN","PC_LF","A","2009",12.55167,
"TUR","UNEMP","MEN","PC_LF","A","2010",10.38585,
"TUR","UNEMP","MEN","PC_LF","A","2011",8.282977,
"TUR","UNEMP","MEN","PC_LF","A","2012",7.643431,
"TUR","UNEMP","MEN","PC_LF","A","2013",7.938292,"B"
"TUR","UNEMP","MEN","PC_LF","A","2014",9.034254,
"TUR","UNEMP","MEN","PC_LF","A","2015",9.184346,
"TUR","UNEMP","MEN","PC_LF","A","2016",9.554513,
"TUR","UNEMP","MEN","PC_LF","A","2017",9.381036,
"TUR","UNEMP","MEN","PC_LF","A","2018",9.510017,
"TUR","UNEMP","MEN","PC_LF","A","2019",12.3323,
"TUR","UNEMP","TOT","PC_LF","A","2006",8.750455,
"TUR","UNEMP","TOT","PC_LF","A","2007",8.887152,
"TUR","UNEMP","TOT","PC_LF","A","2008",9.728543,
"TUR","UNEMP","TOT","PC_LF","A","2009",12.58059,
"TUR","UNEMP","TOT","PC_LF","A","2010",10.68452,
"TUR","UNEMP","TOT","PC_LF","A","2011",8.814762,
"TUR","UNEMP","TOT","PC_LF","A","2012",8.166607,
"TUR","UNEMP","TOT","PC_LF","A","2013",8.740033,"B"
"TUR","UNEMP","TOT","PC_LF","A","2014",9.883171,
"TUR","UNEMP","TOT","PC_LF","A","2015",10.24497,
"TUR","UNEMP","TOT","PC_LF","A","2016",10.83812,
"TUR","UNEMP","TOT","PC_LF","A","2017",10.83303,
"TUR","UNEMP","TOT","PC_LF","A","2018",10.88748,
"TUR","UNEMP","TOT","PC_LF","A","2019",13.66669,
"TUR","UNEMP","WOMEN","PC_LF","A","2006",9.144481,
"TUR","UNEMP","WOMEN","PC_LF","A","2007",9.17605,
"TUR","UNEMP","WOMEN","PC_LF","A","2008",10.01165,
"TUR","UNEMP","WOMEN","PC_LF","A","2009",12.64329,
"TUR","UNEMP","WOMEN","PC_LF","A","2010",11.41912,
"TUR","UNEMP","WOMEN","PC_LF","A","2011",10.08812,
"TUR","UNEMP","WOMEN","PC_LF","A","2012",9.389942,
"TUR","UNEMP","WOMEN","PC_LF","A","2013",10.56208,"B"
"TUR","UNEMP","WOMEN","PC_LF","A","2014",11.82801,
"TUR","UNEMP","WOMEN","PC_LF","A","2015",12.60086,
"TUR","UNEMP","WOMEN","PC_LF","A","2016",13.61377,
"TUR","UNEMP","WOMEN","PC_LF","A","2017",13.90001,
"TUR","UNEMP","WOMEN","PC_LF","A","2018",13.75725,
"TUR","UNEMP","WOMEN","PC_LF","A","2019",16.40128,
"GBR","UNEMP","MEN","PC_LF","A","2000",6.0507,
"GBR","UNEMP","MEN","PC_LF","A","2001",5.537671,
"GBR","UNEMP","MEN","PC_LF","A","2002",5.658295,
"GBR","UNEMP","MEN","PC_LF","A","2003",5.508515,"B"
"GBR","UNEMP","MEN","PC_LF","A","2004",5.069817,"B"
"GBR","UNEMP","MEN","PC_LF","A","2005",5.137545,
"GBR","UNEMP","MEN","PC_LF","A","2006",5.6927,"B"
"GBR","UNEMP","MEN","PC_LF","A","2007",5.518339,"B"
"GBR","UNEMP","MEN","PC_LF","A","2008",6.061304,
"GBR","UNEMP","MEN","PC_LF","A","2009",8.494448,
"GBR","UNEMP","MEN","PC_LF","A","2010",8.572594,
"GBR","UNEMP","MEN","PC_LF","A","2011",8.638308,
"GBR","UNEMP","MEN","PC_LF","A","2012",8.316888,
"GBR","UNEMP","MEN","PC_LF","A","2013",7.948629,
"GBR","UNEMP","MEN","PC_LF","A","2014",6.363438,
"GBR","UNEMP","MEN","PC_LF","A","2015",5.455402,
"GBR","UNEMP","MEN","PC_LF","A","2016",4.923618,
"GBR","UNEMP","MEN","PC_LF","A","2017",4.431983,
"GBR","UNEMP","MEN","PC_LF","A","2018",4.045242,
"GBR","UNEMP","MEN","PC_LF","A","2019",3.917819,
"GBR","UNEMP","TOT","PC_LF","A","2000",5.57515,
"GBR","UNEMP","TOT","PC_LF","A","2001",5.01319,
"GBR","UNEMP","TOT","PC_LF","A","2002",5.132106,
"GBR","UNEMP","TOT","PC_LF","A","2003",4.966743,"B"
"GBR","UNEMP","TOT","PC_LF","A","2004",4.690948,"B"
"GBR","UNEMP","TOT","PC_LF","A","2005",4.74926,
"GBR","UNEMP","TOT","PC_LF","A","2006",5.348789,"B"
"GBR","UNEMP","TOT","PC_LF","A","2007",5.262478,"B"
"GBR","UNEMP","TOT","PC_LF","A","2008",5.61258,
"GBR","UNEMP","TOT","PC_LF","A","2009",7.536723,
"GBR","UNEMP","TOT","PC_LF","A","2010",7.786648,
"GBR","UNEMP","TOT","PC_LF","A","2011",8.036686,
"GBR","UNEMP","TOT","PC_LF","A","2012",7.885344,
"GBR","UNEMP","TOT","PC_LF","A","2013",7.525075,
"GBR","UNEMP","TOT","PC_LF","A","2014",6.110472,
"GBR","UNEMP","TOT","PC_LF","A","2015",5.301053,
"GBR","UNEMP","TOT","PC_LF","A","2016",4.809951,
"GBR","UNEMP","TOT","PC_LF","A","2017",4.330292,
"GBR","UNEMP","TOT","PC_LF","A","2018",3.996093,
"GBR","UNEMP","TOT","PC_LF","A","2019",3.737213,
"GBR","UNEMP","WOMEN","PC_LF","A","2000",5.004312,
"GBR","UNEMP","WOMEN","PC_LF","A","2001",4.383886,
"GBR","UNEMP","WOMEN","PC_LF","A","2002",4.504593,
"GBR","UNEMP","WOMEN","PC_LF","A","2003",4.31887,"B"
"GBR","UNEMP","WOMEN","PC_LF","A","2004",4.241541,"B"
"GBR","UNEMP","WOMEN","PC_LF","A","2005",4.291398,
"GBR","UNEMP","WOMEN","PC_LF","A","2006",4.94475,"B"
"GBR","UNEMP","WOMEN","PC_LF","A","2007",4.960791,"B"
"GBR","UNEMP","WOMEN","PC_LF","A","2008",5.083643,
"GBR","UNEMP","WOMEN","PC_LF","A","2009",6.419574,
"GBR","UNEMP","WOMEN","PC_LF","A","2010",6.873693,
"GBR","UNEMP","WOMEN","PC_LF","A","2011",7.339262,
"GBR","UNEMP","WOMEN","PC_LF","A","2012",7.385454,
"GBR","UNEMP","WOMEN","PC_LF","A","2013",7.037649,
"GBR","UNEMP","WOMEN","PC_LF","A","2014",5.82105,
"GBR","UNEMP","WOMEN","PC_LF","A","2015",5.124875,
"GBR","UNEMP","WOMEN","PC_LF","A","2016",4.680531,
"GBR","UNEMP","WOMEN","PC_LF","A","2017",4.215108,
"GBR","UNEMP","WOMEN","PC_LF","A","2018",3.940552,
"GBR","UNEMP","WOMEN","PC_LF","A","2019",3.535064,
"USA","UNEMP","MEN","PC_LF","A","1955",4.175,
"USA","UNEMP","MEN","PC_LF","A","1956",3.808333,
"USA","UNEMP","MEN","PC_LF","A","1957",4.083333,
"USA","UNEMP","MEN","PC_LF","A","1958",6.816667,
"USA","UNEMP","MEN","PC_LF","A","1959",5.283333,
"USA","UNEMP","MEN","PC_LF","A","1960",5.366667,
"USA","UNEMP","MEN","PC_LF","A","1961",6.433333,
"USA","UNEMP","MEN","PC_LF","A","1962",5.233333,
"USA","UNEMP","MEN","PC_LF","A","1963",5.25,
"USA","UNEMP","MEN","PC_LF","A","1964",4.625,
"USA","UNEMP","MEN","PC_LF","A","1965",3.983333,
"USA","UNEMP","MEN","PC_LF","A","1966",3.2,
"USA","UNEMP","MEN","PC_LF","A","1967",3.083333,
"USA","UNEMP","MEN","PC_LF","A","1968",2.858333,
"USA","UNEMP","MEN","PC_LF","A","1969",2.791667,
"USA","UNEMP","MEN","PC_LF","A","1970",4.358333,
"USA","UNEMP","MEN","PC_LF","A","1971",5.358333,
"USA","UNEMP","MEN","PC_LF","A","1972",4.975,
"USA","UNEMP","MEN","PC_LF","A","1973",4.183333,
"USA","UNEMP","MEN","PC_LF","A","1974",4.883333,
"USA","UNEMP","MEN","PC_LF","A","1975",7.891667,
"USA","UNEMP","MEN","PC_LF","A","1976",7.058333,
"USA","UNEMP","MEN","PC_LF","A","1977",6.291667,
"USA","UNEMP","MEN","PC_LF","A","1978",5.283333,
"USA","UNEMP","MEN","PC_LF","A","1979",5.141667,
"USA","UNEMP","MEN","PC_LF","A","1980",6.958333,
"USA","UNEMP","MEN","PC_LF","A","1981",7.4,
"USA","UNEMP","MEN","PC_LF","A","1982",9.916667,
"USA","UNEMP","MEN","PC_LF","A","1983",9.941667,
"USA","UNEMP","MEN","PC_LF","A","1984",7.441667,
"USA","UNEMP","MEN","PC_LF","A","1985",7.025,
"USA","UNEMP","MEN","PC_LF","A","1986",6.933333,
"USA","UNEMP","MEN","PC_LF","A","1987",6.191667,
"USA","UNEMP","MEN","PC_LF","A","1988",5.466667,
"USA","UNEMP","MEN","PC_LF","A","1989",5.2,
"USA","UNEMP","MEN","PC_LF","A","1990",5.666667,
"USA","UNEMP","MEN","PC_LF","A","1991",7.141667,
"USA","UNEMP","MEN","PC_LF","A","1992",7.908333,
"USA","UNEMP","MEN","PC_LF","A","1993",7.175,
"USA","UNEMP","MEN","PC_LF","A","1994",6.175,
"USA","UNEMP","MEN","PC_LF","A","1995",5.591667,
"USA","UNEMP","MEN","PC_LF","A","1996",5.383333,
"USA","UNEMP","MEN","PC_LF","A","1997",4.883333,
"USA","UNEMP","MEN","PC_LF","A","1998",4.416667,
"USA","UNEMP","MEN","PC_LF","A","1999",4.116667,
"USA","UNEMP","MEN","PC_LF","A","2000",3.908333,
"USA","UNEMP","MEN","PC_LF","A","2001",4.808333,
"USA","UNEMP","MEN","PC_LF","A","2002",5.941667,
"USA","UNEMP","MEN","PC_LF","A","2003",6.283333,
"USA","UNEMP","MEN","PC_LF","A","2004",5.641667,
"USA","UNEMP","MEN","PC_LF","A","2005",5.091667,
"USA","UNEMP","MEN","PC_LF","A","2006",4.616667,
"USA","UNEMP","MEN","PC_LF","A","2007",4.725,
"USA","UNEMP","MEN","PC_LF","A","2008",6.091667,
"USA","UNEMP","MEN","PC_LF","A","2009",10.29167,
"USA","UNEMP","MEN","PC_LF","A","2010",10.51667,
"USA","UNEMP","MEN","PC_LF","A","2011",9.375,
"USA","UNEMP","MEN","PC_LF","A","2012",8.225,
"USA","UNEMP","MEN","PC_LF","A","2013",7.625,
"USA","UNEMP","MEN","PC_LF","A","2014",6.258333,
"USA","UNEMP","MEN","PC_LF","A","2015",5.375,
"USA","UNEMP","MEN","PC_LF","A","2016",4.941667,
"USA","UNEMP","MEN","PC_LF","A","2017",4.4,
"USA","UNEMP","MEN","PC_LF","A","2018",3.95,
"USA","UNEMP","MEN","PC_LF","A","2019",3.725,
"USA","UNEMP","TOT","PC_LF","A","1955",4.383333,
"USA","UNEMP","TOT","PC_LF","A","1956",4.141667,
"USA","UNEMP","TOT","PC_LF","A","1957",4.258333,
"USA","UNEMP","TOT","PC_LF","A","1958",6.8,
"USA","UNEMP","TOT","PC_LF","A","1959",5.475,
"USA","UNEMP","TOT","PC_LF","A","1960",5.508333,
"USA","UNEMP","TOT","PC_LF","A","1961",6.683333,
"USA","UNEMP","TOT","PC_LF","A","1962",5.541667,
"USA","UNEMP","TOT","PC_LF","A","1963",5.666667,
"USA","UNEMP","TOT","PC_LF","A","1964",5.191667,
"USA","UNEMP","TOT","PC_LF","A","1965",4.525,
"USA","UNEMP","TOT","PC_LF","A","1966",3.783333,
"USA","UNEMP","TOT","PC_LF","A","1967",3.841667,
"USA","UNEMP","TOT","PC_LF","A","1968",3.583333,
"USA","UNEMP","TOT","PC_LF","A","1969",3.508333,
"USA","UNEMP","TOT","PC_LF","A","1970",4.933333,
"USA","UNEMP","TOT","PC_LF","A","1971",5.958333,
"USA","UNEMP","TOT","PC_LF","A","1972",5.616667,
"USA","UNEMP","TOT","PC_LF","A","1973",4.891667,
"USA","UNEMP","TOT","PC_LF","A","1974",5.591667,
"USA","UNEMP","TOT","PC_LF","A","1975",8.466666,
"USA","UNEMP","TOT","PC_LF","A","1976",7.716667,
"USA","UNEMP","TOT","PC_LF","A","1977",7.066667,
"USA","UNEMP","TOT","PC_LF","A","1978",6.066667,
"USA","UNEMP","TOT","PC_LF","A","1979",5.833333,
"USA","UNEMP","TOT","PC_LF","A","1980",7.141667,
"USA","UNEMP","TOT","PC_LF","A","1981",7.6,
"USA","UNEMP","TOT","PC_LF","A","1982",9.708333,
"USA","UNEMP","TOT","PC_LF","A","1983",9.616667,
"USA","UNEMP","TOT","PC_LF","A","1984",7.525,
"USA","UNEMP","TOT","PC_LF","A","1985",7.191667,
"USA","UNEMP","TOT","PC_LF","A","1986",6.991667,
"USA","UNEMP","TOT","PC_LF","A","1987",6.191667,
"USA","UNEMP","TOT","PC_LF","A","1988",5.491667,
"USA","UNEMP","TOT","PC_LF","A","1989",5.266667,
"USA","UNEMP","TOT","PC_LF","A","1990",5.616667,
"USA","UNEMP","TOT","PC_LF","A","1991",6.816667,
"USA","UNEMP","TOT","PC_LF","A","1992",7.508333,
"USA","UNEMP","TOT","PC_LF","A","1993",6.9,
"USA","UNEMP","TOT","PC_LF","A","1994",6.083333,
"USA","UNEMP","TOT","PC_LF","A","1995",5.608333,
"USA","UNEMP","TOT","PC_LF","A","1996",5.416667,
"USA","UNEMP","TOT","PC_LF","A","1997",4.95,
"USA","UNEMP","TOT","PC_LF","A","1998",4.508333,
"USA","UNEMP","TOT","PC_LF","A","1999",4.216667,
"USA","UNEMP","TOT","PC_LF","A","2000",3.991667,
"USA","UNEMP","TOT","PC_LF","A","2001",4.733333,
"USA","UNEMP","TOT","PC_LF","A","2002",5.775,
"USA","UNEMP","TOT","PC_LF","A","2003",5.991667,
"USA","UNEMP","TOT","PC_LF","A","2004",5.533333,
"USA","UNEMP","TOT","PC_LF","A","2005",5.066667,
"USA","UNEMP","TOT","PC_LF","A","2006",4.616667,
"USA","UNEMP","TOT","PC_LF","A","2007",4.616667,
"USA","UNEMP","TOT","PC_LF","A","2008",5.775,
"USA","UNEMP","TOT","PC_LF","A","2009",9.266666,
"USA","UNEMP","TOT","PC_LF","A","2010",9.616667,
"USA","UNEMP","TOT","PC_LF","A","2011",8.95,
"USA","UNEMP","TOT","PC_LF","A","2012",8.066667,
"USA","UNEMP","TOT","PC_LF","A","2013",7.375,
"USA","UNEMP","TOT","PC_LF","A","2014",6.166667,
"USA","UNEMP","TOT","PC_LF","A","2015",5.291667,
"USA","UNEMP","TOT","PC_LF","A","2016",4.866667,
"USA","UNEMP","TOT","PC_LF","A","2017",4.35,
"USA","UNEMP","TOT","PC_LF","A","2018",3.9,
"USA","UNEMP","TOT","PC_LF","A","2019",3.666667,
"USA","UNEMP","WOMEN","PC_LF","A","1955",4.875,
"USA","UNEMP","WOMEN","PC_LF","A","1956",4.858333,
"USA","UNEMP","WOMEN","PC_LF","A","1957",4.683333,
"USA","UNEMP","WOMEN","PC_LF","A","1958",6.808333,
"USA","UNEMP","WOMEN","PC_LF","A","1959",5.875,
"USA","UNEMP","WOMEN","PC_LF","A","1960",5.858333,
"USA","UNEMP","WOMEN","PC_LF","A","1961",7.191667,
"USA","UNEMP","WOMEN","PC_LF","A","1962",6.2,
"USA","UNEMP","WOMEN","PC_LF","A","1963",6.466667,
"USA","UNEMP","WOMEN","PC_LF","A","1964",6.225,
"USA","UNEMP","WOMEN","PC_LF","A","1965",5.541667,
"USA","UNEMP","WOMEN","PC_LF","A","1966",4.858333,
"USA","UNEMP","WOMEN","PC_LF","A","1967",5.175,
"USA","UNEMP","WOMEN","PC_LF","A","1968",4.791667,
"USA","UNEMP","WOMEN","PC_LF","A","1969",4.675,
"USA","UNEMP","WOMEN","PC_LF","A","1970",5.875,
"USA","UNEMP","WOMEN","PC_LF","A","1971",6.916667,
"USA","UNEMP","WOMEN","PC_LF","A","1972",6.641667,
"USA","UNEMP","WOMEN","PC_LF","A","1973",6,
"USA","UNEMP","WOMEN","PC_LF","A","1974",6.725,
"USA","UNEMP","WOMEN","PC_LF","A","1975",9.291667,
"USA","UNEMP","WOMEN","PC_LF","A","1976",8.641666,
"USA","UNEMP","WOMEN","PC_LF","A","1977",8.191667,
"USA","UNEMP","WOMEN","PC_LF","A","1978",7.175,
"USA","UNEMP","WOMEN","PC_LF","A","1979",6.825,
"USA","UNEMP","WOMEN","PC_LF","A","1980",7.391667,
"USA","UNEMP","WOMEN","PC_LF","A","1981",7.908333,
"USA","UNEMP","WOMEN","PC_LF","A","1982",9.4,
"USA","UNEMP","WOMEN","PC_LF","A","1983",9.191667,
"USA","UNEMP","WOMEN","PC_LF","A","1984",7.65,
"USA","UNEMP","WOMEN","PC_LF","A","1985",7.425,
"USA","UNEMP","WOMEN","PC_LF","A","1986",7.075,
"USA","UNEMP","WOMEN","PC_LF","A","1987",6.208333,
